名称,COMMENT,HOST,URL
海付通,,hftappurl.hrtzf.cn,http://hftappurl.hrtzf.cn:6001/hrt/index.html
海付通,,hftapp.hrtzf.cn,http://hftapp.hrtzf.cn:6001/commonH5Decode
海付通,,hftapp.hrtzf.cn,http://hftapp.hrtzf.cn:6001/merchantReceiptQuery
海付通,,hftappurl.hrtzf.cn,http://hftappurl.hrtzf.cn:8906/Mpay_mng/queryUnreadNo.tranm
海付通,,hftappurl.hrtzf.cn,http://hftappurl.hrtzf.cn:8906/Mpay_mng/199022.tranm
海付通,,hftappurl.hrtzf.cn,http://hftappurl.hrtzf.cn:8906/Mpay_mng/getRealNameResult.tranm
